hbresname,discharge_fin_yr_end,sex,age_grp,stays,rate
NHS Highland,2019,Both Sexes,15-24,35,104.84
NHS Lanarkshire,2019,Both Sexes,15-24,67,89.69
NHS Lothian,2019,Both Sexes,15-24,109,98.58
NHS Shetland,2019,Both Sexes,15-24,2,81.8
NHS Tayside,2019,Both Sexes,15-24,36,72.06
NHS Western Isles,2019,Both Sexes,15-24,3,122.75
Other,2019,Both Sexes,15-24,8,-
NHSScotland,2019,Both Sexes,15-24,659,103.75
NHS Ayrshire & Arran,2019,Both Sexes,25-34,81,202.4
NHS Borders,2019,Both Sexes,25-34,5,47.65
NHS Dumfries & Galloway,2019,Both Sexes,25-34,16,107.56
NHS Fife,2019,Both Sexes,25-34,74,170.87
NHS Forth Valley,2019,Both Sexes,25-34,18,49.21
NHS Grampian,2019,Both Sexes,25-34,56,67.14
NHS Greater Glasgow & Clyde,2019,Both Sexes,25-34,185,97.06
NHS Highland,2019,Both Sexes,25-34,57,169.48
NHS Lanarkshire,2019,Both Sexes,25-34,91,114.42
NHS Lothian,2019,Both Sexes,25-34,137,91.95
NHS Orkney,2019,Both Sexes,25-34,1,40.75
NHS Tayside,2019,Both Sexes,25-34,44,80.6
NHS Western Isles,2019,Both Sexes,25-34,1,41.2
Other,2019,Both Sexes,25-34,2,-
NHSScotland,2019,Both Sexes,25-34,768,103.28
NHS Ayrshire & Arran,2019,Both Sexes,35-44,65,163.44
NHS Borders,2019,Both Sexes,35-44,4,33.81
NHS Dumfries & Galloway,2019,Both Sexes,35-44,19,130.97
NHS Fife,2019,Both Sexes,35-44,118,271.67
NHS Forth Valley,2019,Both Sexes,35-44,38,102.22
NHS Grampian,2019,Both Sexes,35-44,40,52.38
NHS Greater Glasgow & Clyde,2019,Both Sexes,35-44,156,105.83
NHS Highland,2019,Both Sexes,35-44,35,97.74
NHS Lanarkshire,2019,Both Sexes,35-44,105,126.14
NHS Lothian,2019,Both Sexes,35-44,109,89.72
NHS Orkney,2019,Both Sexes,35-44,1,41.79
NHS Tayside,2019,Both Sexes,35-44,47,101.44
NHS Western Isles,2019,Both Sexes,35-44,1,33.49
Other,2019,Both Sexes,35-44,5,-
NHSScotland,2019,Both Sexes,35-44,743,111.64
NHS Ayrshire & Arran,2019,Both Sexes,45-54,78,141.66
NHS Borders,2019,Both Sexes,45-54,11,62.05
NHS Dumfries & Galloway,2019,Both Sexes,45-54,14,64.3
NHS Fife,2019,Both Sexes,45-54,82,151.68
NHS Forth Valley,2019,Both Sexes,45-54,42,89.28
NHS Grampian,2019,Both Sexes,45-54,52,62.64
NHS Greater Glasgow & Clyde,2019,Both Sexes,45-54,189,116.41
NHS Highland,2019,Both Sexes,45-54,41,85.77
NHS Lanarkshire,2019,Both Sexes,45-54,116,115.57
NHS Lothian,2019,Both Sexes,45-54,135,110.77
NHS Orkney,2019,Both Sexes,45-54,15,448.43
NHS Shetland,2019,Both Sexes,45-54,5,147.28
NHS Tayside,2019,Both Sexes,45-54,51,89.3
NHS Western Isles,2019,Both Sexes,45-54,5,123.27
Other,2019,Both Sexes,45-54,14,-
NHSScotland,2019,Both Sexes,45-54,850,109.12
NHS Ayrshire & Arran,2019,Both Sexes,55-64,68,125.87
NHS Borders,2019,Both Sexes,55-64,10,56.09
NHS Dumfries & Galloway,2019,Both Sexes,55-64,17,73.95
NHS Fife,2019,Both Sexes,55-64,237,468.34
NHS Forth Valley,2019,Both Sexes,55-64,30,73.72
NHS Grampian,2019,Both Sexes,55-64,50,66.07
NHS Greater Glasgow & Clyde,2019,Both Sexes,55-64,196,131.17
NHS Highland,2019,Both Sexes,55-64,48,99.64
NHS Lanarkshire,2019,Both Sexes,55-64,113,124.29
NHS Lothian,2019,Both Sexes,55-64,137,129.31
NHS Orkney,2019,Both Sexes,55-64,9,270.84
NHS Tayside,2019,Both Sexes,55-64,37,65.92
NHS Western Isles,2019,Both Sexes,55-64,8,197.48
Other,2019,Both Sexes,55-64,7,-
NHSScotland,2019,Both Sexes,55-64,967,133.75
NHS Ayrshire & Arran,2019,Both Sexes,65-74,33,70.67
NHS Borders,2019,Both Sexes,65-74,9,56.74
NHS Dumfries & Galloway,2019,Both Sexes,65-74,16,76.77
NHS Fife,2019,Both Sexes,65-74,76,177.42
NHS Forth Valley,2019,Both Sexes,65-74,22,66.72
NHS Grampian,2019,Both Sexes,65-74,33,55.61
NHS Greater Glasgow & Clyde,2019,Both Sexes,65-74,112,106.49
NHS Highland,2019,Both Sexes,65-74,36,86.3
NHS Lanarkshire,2019,Both Sexes,65-74,77,113.51
NHS Lothian,2019,Both Sexes,65-74,69,85.03
NHS Shetland,2019,Both Sexes,65-74,1,38.62
NHS Tayside,2019,Both Sexes,65-74,17,35.56
NHS Western Isles,2019,Both Sexes,65-74,5,136.43
Other,2019,Both Sexes,65-74,10,-
NHSScotland,2019,Both Sexes,65-74,516,90.31
NHS Ayrshire & Arran,2019,Both Sexes,65+,69,83.32
NHS Borders,2019,Both Sexes,65+,15,53.38
NHS Dumfries & Galloway,2019,Both Sexes,65+,26,68.64
NHS Fife,2019,Both Sexes,65+,106,140.23
NHS Forth Valley,2019,Both Sexes,65+,41,70.4
NHS Grampian,2019,Both Sexes,65+,67,63.35
NHS Greater Glasgow & Clyde,2019,Both Sexes,65+,238,123.11
NHS Highland,2019,Both Sexes,65+,66,89.24
NHS Lanarkshire,2019,Both Sexes,65+,124,103.94
NHS Lothian,2019,Both Sexes,65+,132,90.37
NHS Orkney,2019,Both Sexes,65+,3,57.32
NHS Shetland,2019,Both Sexes,65+,4,87.82
NHS Tayside,2019,Both Sexes,65+,38,42.95
NHS Western Isles,2019,Both Sexes,65+,7,102.56
Other,2019,Both Sexes,65+,19,-
NHSScotland,2019,Both Sexes,65+,955,93.07
NHS Ayrshire & Arran,2019,Both Sexes,75-84,28,104.94
NHS Borders,2019,Both Sexes,75-84,5,55.32
NHS Dumfries & Galloway,2019,Both Sexes,75-84,8,63.69
NHS Fife,2019,Both Sexes,75-84,23,95.67
NHS Forth Valley,2019,Both Sexes,75-84,12,63.58
NHS Grampian,2019,Both Sexes,75-84,26,77.31
NHS Greater Glasgow & Clyde,2019,Both Sexes,75-84,95,149.79
NHS Highland,2019,Both Sexes,75-84,12,50.78
NHS Lanarkshire,2019,Both Sexes,75-84,36,93.29
NHS Lothian,2019,Both Sexes,75-84,46,98.91
NHS Orkney,2019,Both Sexes,75-84,3,170.55
NHS Shetland,2019,Both Sexes,75-84,2,134.05
NHS Tayside,2019,Both Sexes,75-84,11,38.11
NHS Western Isles,2019,Both Sexes,75-84,2,88.34
Other,2019,Both Sexes,75-84,7,-
NHSScotland,2019,Both Sexes,75-84,316,95.36
NHS Ayrshire & Arran,2019,Both Sexes,75+,36,99.68
NHS Borders,2019,Both Sexes,75+,6,49.02
NHS Dumfries & Galloway,2019,Both Sexes,75+,10,58.69
NHS Fife,2019,Both Sexes,75+,30,91.59
NHS Forth Valley,2019,Both Sexes,75+,19,75.21
NHS Grampian,2019,Both Sexes,75+,34,73.26
NHS Greater Glasgow & Clyde,2019,Both Sexes,75+,126,142.93
NHS Highland,2019,Both Sexes,75+,30,93.05
NHS Lanarkshire,2019,Both Sexes,75+,47,91.32
NHS Lothian,2019,Both Sexes,75+,63,97.04
NHS Orkney,2019,Both Sexes,75+,3,127.93
NHS Shetland,2019,Both Sexes,75+,3,152.59
NHS Tayside,2019,Both Sexes,75+,21,51.64
NHS Western Isles,2019,Both Sexes,75+,2,63.29
Other,2019,Both Sexes,75+,9,-
NHSScotland,2019,Both Sexes,75+,439,96.54
NHS Ayrshire & Arran,2019,Both Sexes,85+,8,84.81
NHS Borders,2019,Both Sexes,85+,1,31.24
NHS Dumfries & Galloway,2019,Both Sexes,85+,2,44.66
NHS Fife,2019,Both Sexes,85+,7,80.33
NHS Forth Valley,2019,Both Sexes,85+,7,109.6
NHS Grampian,2019,Both Sexes,85+,8,62.6
NHS Greater Glasgow & Clyde,2019,Both Sexes,85+,31,125.34
NHS Highland,2019,Both Sexes,85+,18,209.11
NHS Lanarkshire,2019,Both Sexes,85+,11,85.43
NHS Lothian,2019,Both Sexes,85+,17,92.32
NHS Shetland,2019,Both Sexes,85+,1,210.97
NHS Tayside,2019,Both Sexes,85+,10,84.77
Other,2019,Both Sexes,85+,2,-
NHSScotland,2019,Both Sexes,85+,123,99.7
NHS Ayrshire & Arran,2019,Both Sexes,All ages,593,160.41
NHS Borders,2019,Both Sexes,All ages,71,61.59
NHS Dumfries & Galloway,2019,Both Sexes,All ages,166,111.57
NHS Fife,2019,Both Sexes,All ages,823,221.29
NHS Forth Valley,2019,Both Sexes,All ages,236,77.11
NHS Grampian,2019,Both Sexes,All ages,367,62.78
NHS Greater Glasgow & Clyde,2019,Both Sexes,All ages,1444,122.9
NHS Highland,2019,Both Sexes,All ages,354,110.01
NHS Lanarkshire,2019,Both Sexes,All ages,989,150.03
NHS Lothian,2019,Both Sexes,All ages,916,102.03
NHS Orkney,2019,Both Sexes,All ages,29,130.69
NHS Shetland,2019,Both Sexes,All ages,16,69.6
NHS Tayside,2019,Both Sexes,All ages,360,86.52
NHS Western Isles,2019,Both Sexes,All ages,36,134.18
Other,2019,Both Sexes,All ages,61,-
NHSScotland,2019,Both Sexes,All ages,6461,118.81
NHS Ayrshire & Arran,2019,Female,00-14,61,216.4
NHS Borders,2019,Female,00-14,6,68.09
NHS Dumfries & Galloway,2019,Female,00-14,12,111.4
NHS Fife,2019,Female,00-14,41,138.87
NHS Forth Valley,2019,Female,00-14,12,49.92
NHS Grampian,2019,Female,00-14,26,56.51
NHS Greater Glasgow & Clyde,2019,Female,00-14,128,141.21
NHS Highland,2019,Female,00-14,31,129.72
NHS Lanarkshire,2019,Female,00-14,148,273.21
NHS Lothian,2019,Female,00-14,75,107.75
NHS Shetland,2019,Female,00-14,1,53.28
NHS Tayside,2019,Female,00-14,35,113.01
NHS Western Isles,2019,Female,00-14,10,521.1
Other,2019,Female,00-14,2,-
NHSScotland,2019,Female,00-14,588,139.32
NHS Ayrshire & Arran,2019,Female,15-24,62,316.37
NHS Borders,2019,Female,15-24,5,90.37
NHS Dumfries & Galloway,2019,Female,15-24,4,56.51
NHS Fife,2019,Female,15-24,86,394.13
NHS Forth Valley,2019,Female,15-24,14,77.64
NHS Grampian,2019,Female,15-24,24,74.39
NHS Greater Glasgow & Clyde,2019,Female,15-24,103,142.4
NHS Highland,2019,Female,15-24,28,182.58
NHS Lanarkshire,2019,Female,15-24,54,148.42
NHS Lothian,2019,Female,15-24,60,106.6
NHS Shetland,2019,Female,15-24,2,176.99
NHS Tayside,2019,Female,15-24,18,73.33
Other,2019,Female,15-24,3,-
NHSScotland,2019,Female,15-24,463,148.16
NHS Ayrshire & Arran,2019,Female,25-34,49,236.17
NHS Borders,2019,Female,25-34,4,73.75
NHS Dumfries & Galloway,2019,Female,25-34,10,132.03
NHS Fife,2019,Female,25-34,61,272.39
NHS Forth Valley,2019,Female,25-34,17,90.08
NHS Grampian,2019,Female,25-34,46,113.64
NHS Greater Glasgow & Clyde,2019,Female,25-34,132,139.35
NHS Highland,2019,Female,25-34,50,302.24
NHS Lanarkshire,2019,Female,25-34,71,173.52
NHS Lothian,2019,Female,25-34,92,120.2
NHS Tayside,2019,Female,25-34,34,125.21
NHS Western Isles,2019,Female,25-34,1,83.13
Other,2019,Female,25-34,1,-
NHSScotland,2019,Female,25-34,568,151.42
NHS Ayrshire & Arran,2019,Female,35-44,51,241.52
NHS Borders,2019,Female,35-44,3,48.09
NHS Dumfries & Galloway,2019,Female,35-44,15,195.87
NHS Fife,2019,Female,35-44,86,384.37
NHS Forth Valley,2019,Female,35-44,30,156.4
NHS Grampian,2019,Female,35-44,29,76.96
NHS Greater Glasgow & Clyde,2019,Female,35-44,120,160.91
NHS Highland,2019,Female,35-44,24,130.95
NHS Lanarkshire,2019,Female,35-44,77,179.41
NHS Lothian,2019,Female,35-44,82,134.1
NHS Orkney,2019,Female,35-44,1,79.81
NHS Tayside,2019,Female,35-44,40,168.07
NHS Western Isles,2019,Female,35-44,1,63.94
Other,2019,Female,35-44,4,-
NHSScotland,2019,Female,35-44,563,165.98
NHS Ayrshire & Arran,2019,Female,45-54,61,209.13
NHS Borders,2019,Female,45-54,11,119.86
NHS Dumfries & Galloway,2019,Female,45-54,8,70.55
NHS Fife,2019,Female,45-54,67,240.65
NHS Forth Valley,2019,Female,45-54,28,115.83
NHS Grampian,2019,Female,45-54,42,100.12
NHS Greater Glasgow & Clyde,2019,Female,45-54,145,169.97
NHS Highland,2019,Female,45-54,29,116.16
NHS Lanarkshire,2019,Female,45-54,73,140.62
NHS Lothian,2019,Female,45-54,101,163.22
NHS Orkney,2019,Female,45-54,2,116.96
NHS Shetland,2019,Female,45-54,2,119.26
NHS Tayside,2019,Female,45-54,44,149.49
NHS Western Isles,2019,Female,45-54,4,199.2
Other,2019,Female,45-54,8,-
NHSScotland,2019,Female,45-54,625,155.26
NHS Ayrshire & Arran,2019,Female,55-64,41,145.47
NHS Borders,2019,Female,55-64,6,66.59
NHS Dumfries & Galloway,2019,Female,55-64,12,101.15
NHS Fife,2019,Female,55-64,127,489.27
NHS Forth Valley,2019,Female,55-64,16,76.76
NHS Grampian,2019,Female,55-64,35,92.02
NHS Greater Glasgow & Clyde,2019,Female,55-64,160,205.16
NHS Highland,2019,Female,55-64,30,122.78
NHS Lanarkshire,2019,Female,55-64,79,167.01
NHS Lothian,2019,Female,55-64,103,190.6
NHS Tayside,2019,Female,55-64,29,100.53
NHS Western Isles,2019,Female,55-64,3,150.6
Other,2019,Female,55-64,6,-
NHSScotland,2019,Female,55-64,647,174.08
NHS Ayrshire & Arran,2019,Female,65-74,25,102.23
NHS Borders,2019,Female,65-74,6,73.96
NHS Dumfries & Galloway,2019,Female,65-74,8,75.37
NHS Fife,2019,Female,65-74,71,316.55
NHS Forth Valley,2019,Female,65-74,17,99.41
NHS Grampian,2019,Female,65-74,19,62.43
NHS Greater Glasgow & Clyde,2019,Female,65-74,70,126.14
NHS Highland,2019,Female,65-74,24,112.22
NHS Lanarkshire,2019,Female,65-74,59,164.81
NHS Lothian,2019,Female,65-74,48,112.2
NHS Shetland,2019,Female,65-74,1,79.43
NHS Tayside,2019,Female,65-74,7,28.14
NHS Western Isles,2019,Female,65-74,2,109.71
Other,2019,Female,65-74,9,-
NHSScotland,2019,Female,65-74,366,122.82
NHS Ayrshire & Arran,2019,Female,65+,53,116.61
NHS Borders,2019,Female,65+,11,72.92
NHS Dumfries & Galloway,2019,Female,65+,16,79.28
NHS Fife,2019,Female,65+,92,222.32
NHS Forth Valley,2019,Female,65+,31,97.6
NHS Grampian,2019,Female,65+,44,76.65
NHS Greater Glasgow & Clyde,2019,Female,65+,171,155.95
NHS Highland,2019,Female,65+,45,112.53
NHS Lanarkshire,2019,Female,65+,95,142.7
NHS Lothian,2019,Female,65+,97,119.27
NHS Orkney,2019,Female,65+,2,72.86
NHS Shetland,2019,Female,65+,4,169.64
NHS Tayside,2019,Female,65+,24,49.34
NHS Western Isles,2019,Female,65+,4,107.76
Other,2019,Female,65+,14,-
NHSScotland,2019,Female,65+,703,124.15
NHS Ayrshire & Arran,2019,Female,75-84,22,147.48
NHS Borders,2019,Female,75-84,4,80.96
NHS Dumfries & Galloway,2019,Female,75-84,7,103.06
NHS Fife,2019,Female,75-84,15,112.39
NHS Forth Valley,2019,Female,75-84,9,84.98
NHS Grampian,2019,Female,75-84,20,106.76
NHS Greater Glasgow & Clyde,2019,Female,75-84,76,203.02
NHS Highland,2019,Female,75-84,8,60.91
NHS Lanarkshire,2019,Female,75-84,26,116.52
NHS Lothian,2019,Female,75-84,34,128.11
NHS Orkney,2019,Female,75-84,2,212.54
NHS Shetland,2019,Female,75-84,2,250.31
NHS Tayside,2019,Female,75-84,8,49.3
NHS Western Isles,2019,Female,75-84,2,155.76
Other,2019,Female,75-84,3,-
NHSScotland,2019,Female,75-84,238,126.6
NHS Ayrshire & Arran,2019,Female,75+,28,133.36
NHS Borders,2019,Female,75+,5,71.71
NHS Dumfries & Galloway,2019,Female,75+,8,83.61
NHS Fife,2019,Female,75+,21,110.81
NHS Forth Valley,2019,Female,75+,14,95.48
NHS Grampian,2019,Female,75+,25,92.69
NHS Greater Glasgow & Clyde,2019,Female,75+,101,186.49
NHS Highland,2019,Female,75+,21,112.89
NHS Lanarkshire,2019,Female,75+,36,116.99
NHS Lothian,2019,Female,75+,49,127.11
NHS Orkney,2019,Female,75+,2,154.08
NHS Shetland,2019,Female,75+,3,272.98
NHS Tayside,2019,Female,75+,17,71.52
NHS Western Isles,2019,Female,75+,2,105.88
Other,2019,Female,75+,5,-
NHSScotland,2019,Female,75+,337,125.62
NHS Ayrshire & Arran,2019,Female,85+,6,98.7
NHS Borders,2019,Female,85+,1,49.21
NHS Dumfries & Galloway,2019,Female,85+,1,36.02
NHS Fife,2019,Female,85+,6,107.03
NHS Forth Valley,2019,Female,85+,5,122.82
NHS Grampian,2019,Female,85+,5,60.69
NHS Greater Glasgow & Clyde,2019,Female,85+,25,149.49
NHS Highland,2019,Female,85+,13,237.75
NHS Lanarkshire,2019,Female,85+,10,118.23
NHS Lothian,2019,Female,85+,15,124.9
NHS Shetland,2019,Female,85+,1,333.33
NHS Tayside,2019,Female,85+,9,119.36
Other,2019,Female,85+,2,-
NHSScotland,2019,Female,85+,99,123.34
NHS Ayrshire & Arran,2019,Female,All ages,378,196.41
NHS Borders,2019,Female,All ages,46,77.6
NHS Dumfries & Galloway,2019,Female,All ages,77,100.69
NHS Fife,2019,Female,All ages,560,292.75
NHS Forth Valley,2019,Female,All ages,148,94.33
NHS Grampian,2019,Female,All ages,246,83.72
NHS Greater Glasgow & Clyde,2019,Female,All ages,959,158.45
NHS Highland,2019,Female,All ages,237,144.96
NHS Lanarkshire,2019,Female,All ages,597,175.5
NHS Lothian,2019,Female,All ages,610,132.37
NHS Orkney,2019,Female,All ages,5,44.84
NHS Shetland,2019,Female,All ages,9,79.81
NHS Tayside,2019,Female,All ages,224,104.97
NHS Western Isles,2019,Female,All ages,23,169.33
Other,2019,Female,All ages,38,-
NHSScotland,2019,Female,All ages,4157,149.03
NHS Ayrshire & Arran,2019,Male,00-14,90,304.37
NHS Borders,2019,Male,00-14,15,164.98
NHS Dumfries & Galloway,2019,Male,00-14,57,511.62
NHS Fife,2019,Male,00-14,65,208.59
NHS Forth Valley,2019,Male,00-14,33,129.74
NHS Grampian,2019,Male,00-14,41,84.81
NHS Greater Glasgow & Clyde,2019,Male,00-14,201,211.12
NHS Highland,2019,Male,00-14,41,163.04
NHS Lanarkshire,2019,Male,00-14,225,394.99
NHS Lothian,2019,Male,00-14,82,111.99
NHS Shetland,2019,Male,00-14,4,193.61
NHS Tayside,2019,Male,00-14,72,221.43
NHS Western Isles,2019,Male,00-14,1,47.13
Other,2019,Male,00-14,4,-
NHSScotland,2019,Male,00-14,931,209.83
NHS Ayrshire & Arran,2019,Male,15-24,19,92.11
NHS Dumfries & Galloway,2019,Male,15-24,1,12.86
NHS Fife,2019,Male,15-24,14,62.47
NHS Forth Valley,2019,Male,15-24,8,42.47
NHS Grampian,2019,Male,15-24,11,32.61
NHS Greater Glasgow & Clyde,2019,Male,15-24,48,65.14
NHS Highland,2019,Male,15-24,7,38.79
NHS Lanarkshire,2019,Male,15-24,13,33.92
NHS Lothian,2019,Male,15-24,49,90.27
NHS Tayside,2019,Male,15-24,18,70.84
NHS Western Isles,2019,Male,15-24,3,238.28
Other,2019,Male,15-24,5,-
NHSScotland,2019,Male,15-24,196,60.74
NHS Ayrshire & Arran,2019,Male,25-34,32,166.04
NHS Borders,2019,Male,25-34,1,19.73
NHS Dumfries & Galloway,2019,Male,25-34,6,82.17
NHS Fife,2019,Male,25-34,13,62.16
NHS Forth Valley,2019,Male,25-34,1,5.65
NHS Grampian,2019,Male,25-34,10,23.29
NHS Greater Glasgow & Clyde,2019,Male,25-34,53,55.28
NHS Highland,2019,Male,25-34,7,40.96
NHS Lanarkshire,2019,Male,25-34,20,51.79
NHS Lothian,2019,Male,25-34,45,62.1
NHS Orkney,2019,Male,25-34,1,82.64
NHS Tayside,2019,Male,25-34,10,36.45
Other,2019,Male,25-34,1,-
NHSScotland,2019,Male,25-34,200,54.28
NHS Ayrshire & Arran,2019,Male,35-44,14,75.05
NHS Borders,2019,Male,35-44,1,17.88
NHS Dumfries & Galloway,2019,Male,35-44,4,58.4
NHS Fife,2019,Male,35-44,32,151.94
NHS Forth Valley,2019,Male,35-44,8,44.46
NHS Grampian,2019,Male,35-44,11,28.44
NHS Greater Glasgow & Clyde,2019,Male,35-44,36,49.43
NHS Highland,2019,Male,35-44,11,62.93
NHS Lanarkshire,2019,Male,35-44,28,69.44
NHS Lothian,2019,Male,35-44,27,44.75
NHS Tayside,2019,Male,35-44,7,31.06
Other,2019,Male,35-44,1,-
NHSScotland,2019,Male,35-44,180,55.16
NHS Ayrshire & Arran,2019,Male,45-54,17,65.65
NHS Dumfries & Galloway,2019,Male,45-54,6,57.51
NHS Fife,2019,Male,45-54,15,57.21
NHS Forth Valley,2019,Male,45-54,14,61.22
NHS Grampian,2019,Male,45-54,10,24.35
NHS Greater Glasgow & Clyde,2019,Male,45-54,44,57.11
NHS Highland,2019,Male,45-54,12,52.55
NHS Lanarkshire,2019,Male,45-54,43,88.74
NHS Lothian,2019,Male,45-54,34,56.68
NHS Orkney,2019,Male,45-54,13,795.11
NHS Shetland,2019,Male,45-54,3,174.62
NHS Tayside,2019,Male,45-54,7,25.29
NHS Western Isles,2019,Male,45-54,1,48.83
Other,2019,Male,45-54,6,-
NHSScotland,2019,Male,45-54,225,59.77
NHS Ayrshire & Arran,2019,Male,55-64,27,104.5
NHS Borders,2019,Male,55-64,4,45.36
NHS Dumfries & Galloway,2019,Male,55-64,5,44.95
NHS Fife,2019,Male,55-64,110,446.3
NHS Forth Valley,2019,Male,55-64,14,70.53
NHS Grampian,2019,Male,55-64,15,39.85
NHS Greater Glasgow & Clyde,2019,Male,55-64,36,50.4
NHS Highland,2019,Male,55-64,18,75.82
NHS Lanarkshire,2019,Male,55-64,34,77.95
NHS Lothian,2019,Male,55-64,34,65.5
NHS Orkney,2019,Male,55-64,9,523.86
NHS Tayside,2019,Male,55-64,8,29.32
NHS Western Isles,2019,Male,55-64,5,242.84
Other,2019,Male,55-64,1,-
NHSScotland,2019,Male,55-64,320,91.09
NHS Ayrshire & Arran,2019,Male,65-74,8,35.97
NHS Borders,2019,Male,65-74,3,38.71
NHS Dumfries & Galloway,2019,Male,65-74,8,78.22
NHS Fife,2019,Male,65-74,5,24.5
NHS Forth Valley,2019,Male,65-74,5,31.5
NHS Grampian,2019,Male,65-74,14,48.43
NHS Greater Glasgow & Clyde,2019,Male,65-74,42,84.54
NHS Highland,2019,Male,65-74,12,59.03
NHS Lanarkshire,2019,Male,65-74,18,56.19
NHS Lothian,2019,Male,65-74,21,54.74
NHS Tayside,2019,Male,65-74,10,43.6
NHS Western Isles,2019,Male,65-74,3,162.87
Other,2019,Male,65-74,1,-
NHSScotland,2019,Male,65-74,150,54.87
NHS Ayrshire & Arran,2019,Male,65+,16,42.82
NHS Borders,2019,Male,65+,4,30.73
NHS Dumfries & Galloway,2019,Male,65+,10,56.51
NHS Fife,2019,Male,65+,14,40.92
NHS Forth Valley,2019,Male,65+,10,37.78
NHS Grampian,2019,Male,65+,23,47.57
NHS Greater Glasgow & Clyde,2019,Male,65+,67,80.07
NHS Highland,2019,Male,65+,21,61.82
NHS Lanarkshire,2019,Male,65+,29,55
NHS Lothian,2019,Male,65+,35,54.06
NHS Orkney,2019,Male,65+,1,40.18
NHS Tayside,2019,Male,65+,14,35.15
NHS Western Isles,2019,Male,65+,3,96.37
Other,2019,Male,65+,5,-
NHSScotland,2019,Male,65+,252,54.8
NHS Ayrshire & Arran,2019,Male,75-84,6,51
NHS Borders,2019,Male,75-84,1,24.4
NHS Dumfries & Galloway,2019,Male,75-84,1,17.34
NHS Fife,2019,Male,75-84,8,74.81
NHS Forth Valley,2019,Male,75-84,3,36.21
NHS Grampian,2019,Male,75-84,6,40.27
NHS Greater Glasgow & Clyde,2019,Male,75-84,19,73.12
NHS Highland,2019,Male,75-84,4,38.1
NHS Lanarkshire,2019,Male,75-84,10,61.44
NHS Lothian,2019,Male,75-84,12,60.09
NHS Orkney,2019,Male,75-84,1,122.25
NHS Tayside,2019,Male,75-84,3,23.74
Other,2019,Male,75-84,4,-
NHSScotland,2019,Male,75-84,78,54.41
NHS Ayrshire & Arran,2019,Male,75+,8,52.91
NHS Borders,2019,Male,75+,1,18.99
NHS Dumfries & Galloway,2019,Male,75+,2,26.77
NHS Fife,2019,Male,75+,9,65.21
NHS Forth Valley,2019,Male,75+,5,47.17
NHS Grampian,2019,Male,75+,9,46.3
NHS Greater Glasgow & Clyde,2019,Male,75+,25,73.54
NHS Highland,2019,Male,75+,9,65.99
NHS Lanarkshire,2019,Male,75+,11,53.16
NHS Lothian,2019,Male,75+,14,53.08
NHS Orkney,2019,Male,75+,1,95.51
NHS Tayside,2019,Male,75+,4,23.68
Other,2019,Male,75+,4,-
NHSScotland,2019,Male,75+,102,54.7
NHS Ayrshire & Arran,2019,Male,85+,2,59.63
NHS Dumfries & Galloway,2019,Male,85+,1,58.75
NHS Fife,2019,Male,85+,1,32.18
NHS Forth Valley,2019,Male,85+,2,86.36
NHS Grampian,2019,Male,85+,3,66.06
NHS Greater Glasgow & Clyde,2019,Male,85+,6,74.93
NHS Highland,2019,Male,85+,5,159.24
NHS Lanarkshire,2019,Male,85+,1,22.63
NHS Lothian,2019,Male,85+,2,31.23
NHS Tayside,2019,Male,85+,1,23.49
NHSScotland,2019,Male,85+,24,55.67
NHS Ayrshire & Arran,2019,Male,All ages,215,121.32
NHS Borders,2019,Male,All ages,25,44.65
NHS Dumfries & Galloway,2019,Male,All ages,89,123.06
NHS Fife,2019,Male,All ages,263,145.61
NHS Forth Valley,2019,Male,All ages,88,58.99
NHS Grampian,2019,Male,All ages,121,41.62
NHS Greater Glasgow & Clyde,2019,Male,All ages,485,85.12
NHS Highland,2019,Male,All ages,117,73.91
NHS Lanarkshire,2019,Male,All ages,392,122.88
NHS Lothian,2019,Male,All ages,306,70.03
NHS Orkney,2019,Male,All ages,24,217.41
NHS Shetland,2019,Male,All ages,7,59.76
NHS Tayside,2019,Male,All ages,136,67.1
NHS Western Isles,2019,Male,All ages,13,98.14
Other,2019,Male,All ages,23,-
NHSScotland,2019,Male,All ages,2304,86.98
