FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S92000003,2014,Mean,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2008,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2019,95% Upper Confidence Limit,Portions of fruit & vegetables,3.2,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2013,Mean,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2017,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2015,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2019,Mean,Portions of fruit & vegetables,3,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2011,95% Upper Confidence Limit,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2010,Mean,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2009,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2018,95% Lower Confidence Limit,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2009,95% Upper Confidence Limit,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2015,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2011,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2011,Mean,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2019,95% Lower Confidence Limit,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2018,95% Upper Confidence Limit,Portions of fruit & vegetables,3,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2008,Mean,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2010,95% Upper Confidence Limit,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,76.3,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,76.6,Number of natural teeth (including crowns): 20 or more,All
S92000003,2015,Percent,Percent Of Adults,76,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,68.2,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2010,Percent,Percent Of Adults,72,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,78,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2014,Percent,Percent Of Adults,74,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,73.5,Number of natural teeth (including crowns): 20 or more,All
S92000003,2009,95% Upper Confidence Limit,Portions of fruit & vegetables,3,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2014,95% Upper Confidence Limit,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2011,95% Upper Confidence Limit,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2016,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,71.8,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,72.1,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2015,95% Upper Confidence Limit,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,74.3,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,74.7,Number of natural teeth (including crowns): 20 or more,All
S92000003,2018,Percent,Percent Of Adults,77,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,73.2,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,70.6,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,80.3,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2015,Percent,Percent Of Adults,76,Number of natural teeth (including crowns): 20 or more,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,75.9,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2010,Percent,Percent Of Adults,72,Number of natural teeth (including crowns): 20 or more,All
S92000003,2016,Percent,Percent Of Adults,76,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,73.1,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2019,Percent,Percent Of Adults,78,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,78.2,Number of natural teeth (including crowns): 20 or more,Female
S92000003,2011,Percent,Percent Of Adults,73,Number of natural teeth (including crowns): 20 or more,Male
S92000003,2010,95% Lower Confidence Limit,Portions of fruit & vegetables,2.5,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2010,95% Upper Confidence Limit,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2012,95% Lower Confidence Limit,Portions of fruit & vegetables,2.3,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2010,Mean,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2017,95% Lower Confidence Limit,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2016,95% Upper Confidence Limit,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2018,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2015,95% Upper Confidence Limit,Portions of fruit & vegetables,3,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2009,95% Lower Confidence Limit,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2012,95% Upper Confidence Limit,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2016,Mean,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2018,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Male
S92000003,2016,95% Upper Confidence Limit,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2017,95% Upper Confidence Limit,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2012,95% Upper Confidence Limit,Portions of fruit & vegetables,3.1,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2009,Mean,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2012,95% Lower Confidence Limit,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2013,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2011,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2011,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2016,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2014,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2014,95% Lower Confidence Limit,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2017,95% Upper Confidence Limit,Portions of fruit & vegetables,3,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2014,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2017,Mean,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2013,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),Female
S92000003,2014,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions) (children),All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,55.9,Thinks would need dental treatment: No,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,61.9,Thinks would need dental treatment: No,Male
S92000003,2011,Percent,Percent Of Adults,56,Thinks would need dental treatment: No,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,64.2,Thinks would need dental treatment: No,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,53.9,Thinks would need dental treatment: No,All
S92000003,2014,Percent,Percent Of Adults,59,Thinks would need dental treatment: No,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,64.7,Thinks would need dental treatment: No,Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,65.5,Thinks would need dental treatment: No,Male
S92000003,2013,Percent,Percent Of Adults,59,Thinks would need dental treatment: No,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,57,Thinks would need dental treatment: No,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,64.4,Thinks would need dental treatment: No,All
S92000003,2008,Percent,Percent Of Adults,55,Thinks would need dental treatment: No,All
S92000003,2010,Percent,Percent Of Adults,57,Thinks would need dental treatment: No,Female
S92000003,2013,Percent,Percent Of Adults,62,Thinks would need dental treatment: No,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,58.9,Thinks would need dental treatment: No,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,66.3,Thinks would need dental treatment: No,Female
S92000003,2009,Percent,Percent Of Adults,54,Thinks would need dental treatment: No,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,60,Thinks would need dental treatment: No,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,51.5,Thinks would need dental treatment: No,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,72.1,Thinks would need dental treatment: No,Female
S92000003,2017,Percent,Percent Of Adults,65,Thinks would need dental treatment: No,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,63.4,Thinks would need dental treatment: No,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,57.8,Thinks would need dental treatment: No,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,63.4,Thinks would need dental treatment: No,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,65.8,Thinks would need dental treatment: No,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,69.4,Thinks would need dental treatment: No,All
S92000003,2019,Percent,Percent Of Adults,67,Thinks would need dental treatment: No,All
S92000003,2010,Percent,Percent Of Adults,56,Thinks would need dental treatment: No,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,65.2,Thinks would need dental treatment: No,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,59.2,Thinks would need dental treatment: No,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,55.5,Thinks would need dental treatment: No,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,67.7,Thinks would need dental treatment: No,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,57.4,Thinks would need dental treatment: No,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,62.4,Thinks would need dental treatment: No,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,61.3,Thinks would need dental treatment: No,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,52.2,Thinks would need dental treatment: No,Male
S92000003,2008,Percent,Percent Of Adults,56,Thinks would need dental treatment: No,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,58.1,Thinks would need dental treatment: No,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,57.6,Thinks would need dental treatment: No,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,58.9,Thinks would need dental treatment: No,All
S92000003,2019,Percent,Percent Of Adults,70,Thinks would need dental treatment: No,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,60.6,Thinks would need dental treatment: No,All
